,CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,Unnamed: 5,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,Unnamed: 13,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
2855,Ciências Informáticas,481,Instituto Superior Politécnico Gaya,4440,Escola Superior de Ciência e Tecnologia,Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia,4442,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2856,Ciências Informáticas,481,Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,7005,Informática de Gestão,,No,No,No,No,,,Beja,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2857,Ciências Informáticas,481,Instituto Superior Politécnico Gaya,4440,Escola Superior de Ciência e Tecnologia,Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia,4442,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2858,Ciências Informáticas,481,Instituto Superior Politécnico do Oeste,4385,,Instituto Superior Politécnico do Oeste - ,4385,Informática de Gestão,,No,No,No,No,,,Torres Vedras,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2859,Ciências Informáticas,481,Instituto Universitário da Maia,4441,ISMAI,Instituto Universitário da Maia - ISMAI,4441,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2860,Ciências Informáticas,481,Instituto Universitário da Maia,4441,ISMAI,Instituto Universitário da Maia - ISMAI,4441,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2861,Ciências Informáticas,481,Instituto Universitário da Maia,4441,ISMAI,Instituto Universitário da Maia - ISMAI,4441,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2862,Ciências Informáticas,481,Instituto Superior Miguel Torga,4500,,Instituto Superior Miguel Torga - ,4500,Informática de Gestão,,No,No,No,No,,,Coimbra,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2863,Ciências Informáticas,481,Instituto Universitário da Maia,4441,ISMAI,Instituto Universitário da Maia - ISMAI,4441,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura bietápica,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2864,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão de Lisboa,4353,,Instituto Superior de Matemática e Gestão de Lisboa - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2865,Ciências Informáticas,481,Instituto Superior Miguel Torga,4500,,Instituto Superior Miguel Torga - ,4500,Informática de Gestão,,No,No,No,No,,,Coimbra,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2866,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Marinha Grande),4353,,Instituto Superior de Matemática e Gestão (Marinha Grande) - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2867,Ciências Informáticas,481,Universidade Autónoma de Lisboa Luís de Camões,2100,,Universidade Autónoma de Lisboa Luís de Camões - ,2100,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2868,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Castelo Branco),4353,,Instituto Superior de Matemática e Gestão (Castelo Branco) - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2869,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Fundão),4353,,Instituto Superior de Matemática e Gestão (Fundão) - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2870,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Torres Vedras),4353,,Instituto Superior de Matemática e Gestão (Torres Vedras) - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2871,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Portimão),4353,,Instituto Superior de Matemática e Gestão (Portimão) - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2872,Ciências Informáticas,481,Universidade Autónoma de Lisboa Luís de Camões,2100,,Universidade Autónoma de Lisboa Luís de Camões - ,2100,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2873,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Instituto Superior de Contabilidade e Administração de Coimbra,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,3063,Informática de Gestão (regime nocturno),,No,No,No,No,,,Coimbra,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2874,Ciências Informáticas,481,Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,7005,Informática de Gestão (regime nocturno),,No,No,No,No,,,Beja,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2875,Ciências Informáticas,481,Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,7005,Informática de Gestão (regime nocturno),,No,No,No,No,,,Beja,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2876,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,Escola Superior de Tecnologia e de Gestão de Bragança (Mirandela),Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança (Mirandela),3043,Informática de Gestão (só 1.º ciclo),,No,No,No,No,,,Bragança,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2877,Ciências Informáticas,481,Instituto Superior de Ciências da Administração,4275,,Instituto Superior de Ciências da Administração - ,4275,Informática de Gestão e Administração,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2878,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,"Escola Superior de Comunicação, Administração e Turismo de Mirandela","Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",3045,Informática e Comunicações,,No,No,No,No,,,Mirandela,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2879,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,"Escola Superior de Comunicação, Administração e Turismo de Mirandela","Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",3045,Informática e Comunicações,,No,No,No,No,,,Mirandela,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2880,Informática - programas não classificados noutra área de formação,489,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Informática e Educação,,No,No,,No,,,Lisboa,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2881,Informática - programas não classificados noutra área de formação,489,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Informática e Educação,,No,No,,No,,,Lisboa,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2882,Ciências Informáticas,481,Universidade de Évora,600,Escola de Ciências e Tecnologia,Universidade de Évora - Escola de Ciências e Tecnologia,602,Informática e Gestão,,No,No,No,No,,,Évora,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2883,Ciências Informáticas,481,Universidade de Évora,600,,Universidade de Évora - ,600,Informática e Gestão,,No,No,No,No,,,Évora,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2884,Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Informática e Gestão,,No,No,No,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2885,Ciências Informáticas,481,Escola Superior de Tecnologias de Fafe,4115,,Escola Superior de Tecnologias de Fafe - ,4115,Informática e Gestão,,No,No,No,No,,,Fafe,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2886,Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Informática e Gestão de Empresas,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2887,Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Informática e Gestão de Empresas,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2888,Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Informática e Gestão de Empresas (regime pós-laboral),,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2889,Ciências Informáticas,481,Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,501,Informática e Projecto de Software,,No,No,No,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2890,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Instituto Superior de Engenharia de Coimbra,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,3064,Informática e Sistemas,,No,No,No,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2891,Ciências Informáticas,481,Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,501,Informática e Sistemas,,No,No,No,No,,,Coimbra,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2892,Ciências Informáticas,481,Instituto Politécnico de Tomar,3240,Escola Superior de Tecnologia de Abrantes,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,3243,Informática e Tecnologias Multimédia,,No,No,No,No,,,Abrantes,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2893,Informática - programas não classificados noutra área de formação,489,Universidade Portucalense Infante D. Henrique,2500,,Universidade Portucalense Infante D. Henrique - ,2500,Informática Educacional,,No,No,,No,,,Porto,,Mestrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2894,Informática - programas não classificados noutra área de formação,489,Universidade Católica Portuguesa,2200,Faculdade de Ciências Humanas,Universidade Católica Portuguesa - Faculdade de Ciências Humanas,2220,Informática Educacional,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2895,Ciências Informáticas,481,Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Ciências Empresariais,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,3161,Informática Empresarial,,No,No,No,No,,,Ponte De Lima,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2896,Ciências Informáticas,481,Universidade Internacional,2752,,Universidade Internacional - ,2752,Informática Empresarial,,No,No,No,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2897,Ciências Informáticas,481,Universidade Internacional,2752,,Universidade Internacional - ,2752,Informática Empresarial,,No,No,No,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2898,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,3065,Informática Industrial,,No,No,No,No,,,Oliveira Do Hospital,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2899,Ciências Informáticas,481,Instituto Politécnico do Cávado e do Ave,3030,Escola Superior de Tecnologia,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,3032,Informática Industrial,,No,No,No,No,,,Barcelos,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2900,Ciências Informáticas,481,Instituto Português de Estudos Superiores,4157,,Instituto Português de Estudos Superiores - ,4157,Informática Industrial,,No,No,No,No,,,Aveiro,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2901,Ciências Informáticas,481,Instituto Politécnico do Cávado e do Ave,3030,Escola Superior de Tecnologia,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,3032,Informática Industrial,,No,No,No,No,,,Barcelos,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2902,Informática - programas não classificados noutra área de formação,489,Instituto Politécnico da Guarda,3090,Escola Superior de Turismo e Hotelaria,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,3092,Informática para o Turismo,,No,No,,No,,,Guarda,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2903,Ciências Informáticas,481,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Informática Web,,No,No,No,No,,,Covilhã,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2904,Ciências Informáticas,481,Universidade Portucalense Infante D. Henrique,2500,,Universidade Portucalense Infante D. Henrique - ,2500,Informática/Matemáticas Aplicadas,,No,No,No,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2923,Saúde - programas não classificados noutra área de formação,729,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Introdução à Investigação Clínica: Curso Prático,,Not sure,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2924,Saúde - programas não classificados noutra área de formação,729,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Introdução à Investigação Clínica: Curso Prático,,Not sure,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2933,Ciências Informáticas,481,Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,903,Lógica Computacional,,No,No,No,No,,,Almada,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2934,Ciências Informáticas,481,Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,903,Lógica Computacional,,No,No,No,No,,,Almada,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3110,Ciências Informáticas,481,Universidade do Minho,1000,,Universidade do Minho - ,1000,Matemática Computacional,,No,No,No,No,,,Braga,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3149,Matemática,461,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Matemática/Informática,,No,No,,No,,,Covilhã,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3150,Matemática,461,Universidade dos Açores,100,,Universidade dos Açores - ,100,Matemática/Informática,,No,No,,No,,,Ponta Delgada,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3151,Matemática,461,Universidade dos Açores,100,Ponta Delgada,Universidade dos Açores - Ponta Delgada,130,Matemática/Informática,,No,No,,No,,,Ponta Delgada,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3152,Matemática,461,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Matemática/Informática+Ensino da Matemática,,No,No,,No,,,Covilhã,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3165,Engenharia e Técnicas Afins,520,Universidade do Porto,1100,Faculdade de Engenharia,Universidade do Porto - Faculdade de Engenharia,1105,Mecânica Computacional,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3166,Saúde - programas não classificados noutra área de formação,729,Universidade do Algarve,200,Faculdade de Medicina e Ciências Biomédicas,Universidade do Algarve - Faculdade de Medicina e Ciências Biomédicas,204,Mecanismos de Doença e Medicina Regenerativa (associação),,No,No,,No,,,Faro,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3167,Saúde - programas não classificados noutra área de formação,729,Universidade do Algarve,200,,Universidade do Algarve - ,200,Mecanismos de Doença e Medicina Regenerativa (associação),,No,No,,No,,,Faro,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3168,Saúde - programas não classificados noutra área de formação,729,Universidade Nova de Lisboa,900,Faculdade de Ciências Médicas,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,901,Mecanismos de Doença e Medicina Regenerativa (associação),,No,No,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3173,Medicina,721,Universidade do Minho,1000,,Universidade do Minho - ,1000,Medicina,,Not sure,No,,No,,,Braga,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3174,Medicina,721,Universidade do Minho,1000,,Universidade do Minho - ,1000,Medicina,,Not sure,No,,No,,,Braga,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3175,Medicina,721,Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,7030,Medicina Chinesa,,No,No,,No,,,Évora,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3176,Medicina,721,Universidade de Coimbra,500,Faculdade de Medicina,Universidade de Coimbra - Faculdade de Medicina,506,Medicina da Dor,,No,No,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3177,Medicina,721,Universidade do Porto,1100,Faculdade de Medicina,Universidade do Porto - Faculdade de Medicina,1108,Medicina da Dor,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3178,Medicina,721,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Medicina de Catástrofe,,No,No,,No,,,Porto,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
3179,Medicina,721,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Medicina de Catástrofe,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
