,CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,Unnamed: 5,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,Unnamed: 13,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
2770,Ciências Informáticas,481,Instituto Superior Autónomo de Estudos Politécnicos,4160,,Instituto Superior Autónomo de Estudos Politécnicos - ,4160,Informática,,No,No,No,No,,,Lisboa,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2771,Ciências Informáticas,481,Instituto Superior Autónomo de Estudos Politécnicos,4160,,Instituto Superior Autónomo de Estudos Politécnicos - ,4160,Informática,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2772,Ciências Informáticas,481,Instituto Superior de Gestão,4300,,Instituto Superior de Gestão - ,4300,Informática,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2773,Ciências Informáticas,481,Instituto Universitário da Maia,4441,ISMAI,Instituto Universitário da Maia - ISMAI,4441,Informática,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2774,Ciências Informáticas,481,Instituto Superior de Matemática e Gestão de Lisboa,4353,,Instituto Superior de Matemática e Gestão de Lisboa - ,4353,Informática,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2775,Ciências Informáticas,481,Instituto Superior Politécnico Portucalense,4441,Instituto Superior Politécnico Portucalense de Lamego,Instituto Superior Politécnico Portucalense - Instituto Superior Politécnico Portucalense de Lamego,4441,Informática,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2776,Ciências Informáticas,481,Instituto Superior Politécnico Portucalense de Penafiel,4441,,Instituto Superior Politécnico Portucalense de Penafiel - ,4441,Informática,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2777,Ciências Informáticas,481,Instituto Superior Politécnico Portucalense (Santo Tirso),4441,,Instituto Superior Politécnico Portucalense (Santo Tirso) - ,4441,Informática,,No,No,No,No,,,Vila Nova De Gaia,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2778,Ciências Informáticas,481,Instituto Superior Miguel Torga,4500,,Instituto Superior Miguel Torga - ,4500,Informática,,No,No,No,No,,,Coimbra,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2779,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa,4530,,Instituto Superior de Tecnologias Avançadas de Lisboa - ,4530,Informática,,No,No,No,No,,,Lisboa,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2780,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa,4530,,Instituto Superior de Tecnologias Avançadas de Lisboa - ,4530,Informática,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2781,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa,4530,,Instituto Superior de Tecnologias Avançadas de Lisboa - ,4530,Informática,,No,No,No,No,,,Lisboa,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2782,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa,4530,,Instituto Superior de Tecnologias Avançadas de Lisboa - ,4530,Informática,,No,No,No,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2783,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto),4531,,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto) - ,4531,Informática,,No,No,No,No,,,Porto,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2784,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto),4531,,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto) - ,4531,Informática,,No,No,No,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2785,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto),4531,,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto) - ,4531,Informática,,No,No,No,No,,,Porto,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2786,Ciências Informáticas,481,Universidade da Maia,7095,,Universidade da Maia - ,7095,Informática,,No,No,No,No,,,Funchal,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2787,Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas do Porto,4531,,Instituto Superior de Tecnologias Avançadas do Porto - ,4531,Informática,,No,No,No,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2788,Ciências Informáticas,481,Universidade do Algarve,200,,Universidade do Algarve - ,200,Informática - Gestão,,No,No,No,No,,,Faro,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2789,Ciências Informáticas,481,Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,Universidade do Algarve - Faculdade de Ciências e Tecnologia,203,Informática - Gestão,,No,No,No,No,,,Faro,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2790,Ciências Informáticas,481,Universidade Lusófona de Humanidades e Tecnologias,2800,,Universidade Lusófona de Humanidades e Tecnologias - ,2800,Informática - Novos Media e Sistemas Ubíquos,,No,No,No,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2791,Ciências Informáticas,481,Universidade dos Açores,100,Ponta Delgada,Universidade dos Açores - Ponta Delgada,130,Informática - Redes e Multimédia,,No,No,No,No,,,Ponta Delgada,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2792,Ciências Informáticas,481,Universidade dos Açores,100,Faculdade de Ciências e Tecnologia,Universidade dos Açores - Faculdade de Ciências e Tecnologia,7091,Informática - Redes e Multimédia,,No,No,No,No,,,Ponta Delgada,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2793,Ciências Informáticas,481,Universidade do Algarve,200,,Universidade do Algarve - ,200,Informática - Sistemas,,No,No,No,No,,,Faro,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2794,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Instituto Superior de Engenharia de Coimbra,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,3064,Informática (Curso Europeu),,No,No,No,No,,,Coimbra,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2795,Ciências Informáticas,481,Universidade da Maia,7095,,Universidade da Maia - ,7095,Informática (regime de ensino a distância),,No,No,No,No,,,Funchal,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2796,Ciências Informáticas,481,Instituto Politécnico do Porto,3130,Instituto Superior de Engenharia do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,3135,Informática (regime nocturno),,No,No,No,No,,,Porto,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2797,Ciências Informáticas,481,Instituto Politécnico do Cávado e do Ave,3030,Escola Superior de Tecnologia,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,3032,Informática (regime pós-laboral),,No,No,No,No,,,Barcelos,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2798,Ciências Informáticas,481,Instituto Politécnico de Santarém,3140,Escola Superior de Gestão e Tecnologia de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,3143,Informática (regime pós-laboral),,No,No,No,No,,,Santarém,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2799,Ciências Informáticas,481,Universidade de Aveiro,300,Escola Superior de Tecnologia e Gestão de Águeda,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,3012,Informática Aplicada,,No,No,No,No,,,Águeda,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2800,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,3065,Informática Aplicada,,No,No,No,No,,,Oliveira Do Hospital,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2801,Informática na Óptica do Utilizador,482,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Informática Aplicada à Sociedade da Informação e do Conhecimento,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2802,Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Informática Aplicada às Organizações,,No,No,No,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2803,Ciências Informáticas,481,ISEC Lisboa,6800,Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,6800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2804,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,Escola Superior de Tecnologia e de Gestão de Bragança (Mirandela),Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança (Mirandela),3043,Informática de Gestão,,No,No,No,No,,,Bragança,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2805,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,"Escola Superior de Comunicação, Administração e Turismo de Mirandela","Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",3045,Informática de Gestão,,No,No,No,No,,,Mirandela,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2806,Ciências Informáticas,481,Instituto Superior de Gestão,4300,,Instituto Superior de Gestão - ,4300,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2807,Ciências Informáticas,481,Universidade Lusófona de Humanidades e Tecnologias,2800,,Universidade Lusófona de Humanidades e Tecnologias - ,2800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2808,Ciências Informáticas,481,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,4308,,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada - ,4308,Informática de Gestão,,No,No,No,No,,,Viseu,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2809,Ciências Informáticas,481,Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Ciências Empresariais,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,3161,Informática de Gestão,,No,No,No,No,,,Ponte De Lima,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2810,Ciências Informáticas,481,Instituto Superior de Humanidades e Tecnologias de Lisboa,4305,,Instituto Superior de Humanidades e Tecnologias de Lisboa - ,4305,Informática de Gestão,,No,No,No,No,,,Lisboa,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2811,Ciências Informáticas,481,Universidade Fernando Pessoa,2750,,Universidade Fernando Pessoa - ,2750,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2812,Ciências Informáticas,481,Universidade Europeia,130,,Universidade Europeia - ,130,Informática de Gestão,,No,No,No,No,,,Ponta Delgada,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2813,Ciências Informáticas,481,Universidade Europeia,130,,Universidade Europeia - ,130,Informática de Gestão,,No,No,No,No,,,Ponta Delgada,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2814,Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Bragança,4351,,Instituto Superior de Línguas e Administração de Bragança - ,4351,Informática de Gestão,,No,No,No,No,,,Bragança,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2815,Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Bragança,4351,,Instituto Superior de Línguas e Administração de Bragança - ,4351,Informática de Gestão,,No,No,No,No,,,Bragança,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2816,Ciências Informáticas,481,Universidade Católica Portuguesa,2200,Centro Regional das Beiras,Universidade Católica Portuguesa - Centro Regional das Beiras,2225,Informática de Gestão,,No,No,No,No,,,Viseu,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2817,Ciências Informáticas,481,Instituto Politécnico da Maia,3095,Escola Superior de Tecnologia e Gestão,Instituto Politécnico da Maia - Escola Superior de Tecnologia e Gestão,3095,Informática de Gestão,,No,No,No,No,,,Seia,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2818,Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Bragança,4351,,Instituto Superior de Línguas e Administração de Bragança - ,4351,Informática de Gestão,,No,No,No,No,,,Bragança,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2819,Ciências Informáticas,481,Universidade Católica Portuguesa,2200,Centro Regional das Beiras,Universidade Católica Portuguesa - Centro Regional das Beiras,2225,Informática de Gestão,,No,No,No,No,,,Viseu,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2820,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Instituto Superior de Contabilidade e Administração de Coimbra,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,3063,Informática de Gestão,,No,No,No,No,,,Coimbra,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2821,Ciências Informáticas,481,Instituto Politécnico de Coimbra,3060,Instituto Superior de Contabilidade e Administração de Coimbra,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,3063,Informática de Gestão,,No,No,No,No,,,Coimbra,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2822,Ciências Informáticas,481,Instituto Politécnico de Setúbal,3150,Escola Superior de Tecnologia de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,3152,Informática de Gestão,,No,No,No,No,,,Setúbal,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2823,Ciências Informáticas,481,Universidade Católica Portuguesa,2200,Escola Superior de Biotecnologia,Universidade Católica Portuguesa - Escola Superior de Biotecnologia,2210,Informática de Gestão,,No,No,No,No,,,Porto,,Mestrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2824,Ciências Informáticas,481,Instituto Superior Politécnico do Oeste,4385,,Instituto Superior Politécnico do Oeste - ,4385,Informática de Gestão,,No,No,No,No,,,Torres Vedras,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2825,Ciências Informáticas,481,ISLA,6800,Instituto Superior de Gestão e Administração de Santarém,ISLA - Instituto Superior de Gestão e Administração de Santarém,6800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2826,Ciências Informáticas,481,Instituto Politécnico de Santarém,3140,Escola Superior de Gestão e Tecnologia de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,3143,Informática de Gestão,,No,No,No,No,,,Santarém,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2827,Ciências Informáticas,481,Instituto Politécnico de Santarém,3140,Escola Superior de Gestão e Tecnologia de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,3143,Informática de Gestão,,No,No,No,No,,,Santarém,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2828,Ciências Informáticas,481,ISLA,6800,Instituto Superior de Gestão e Administração de Santarém,ISLA - Instituto Superior de Gestão e Administração de Santarém,6800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2829,Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Vila Nova de Gaia,4353,,Instituto Superior de Línguas e Administração de Vila Nova de Gaia - ,4353,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2830,Ciências Informáticas,481,ISLA,6800,Instituto Superior de Gestão e Administração de Leiria,ISLA - Instituto Superior de Gestão e Administração de Leiria,6800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2831,Ciências Informáticas,481,ISLA,6800,Instituto Superior de Gestão e Administração de Leiria,ISLA - Instituto Superior de Gestão e Administração de Leiria,6800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2832,Ciências Informáticas,481,ISLA,6800,Instituto Superior de Gestão e Administração de Santarém,ISLA - Instituto Superior de Gestão e Administração de Santarém,6800,Informática de Gestão,,No,No,No,No,,,Lisboa,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2833,Ciências Informáticas,481,Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,7005,Informática de Gestão,,No,No,No,No,,,Beja,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2834,Ciências Informáticas,481,Escola Superior de Tecnologias de Fafe,4115,,Escola Superior de Tecnologias de Fafe - ,4115,Informática de Gestão,,No,No,No,No,,,Fafe,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2835,Ciências Informáticas,481,"DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja)",4005,,"DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja) - ",4005,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2836,Ciências Informáticas,481,Instituto Erasmus de Ensino Superior,4141,,Instituto Erasmus de Ensino Superior - ,4141,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2837,Ciências Informáticas,481,Universidade Lusófona do Porto,4032,,Universidade Lusófona do Porto - ,4032,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2838,Ciências Informáticas,481,Universidade Moderna de Lisboa,4032,,Universidade Moderna de Lisboa - ,4032,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2839,Ciências Informáticas,481,Universidade Moderna de Lisboa,4032,,Universidade Moderna de Lisboa - ,4032,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2840,Ciências Informáticas,481,Instituto Superior Autónomo de Estudos Politécnicos,4160,,Instituto Superior Autónomo de Estudos Politécnicos - ,4160,Informática de Gestão,,No,No,No,No,,,Lisboa,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2841,Ciências Informáticas,481,Universidade do Minho,1000,,Universidade do Minho - ,1000,Informática de Gestão,,No,No,No,No,,,Braga,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2842,Ciências Informáticas,481,Universidade Portucalense Infante D. Henrique,2500,,Universidade Portucalense Infante D. Henrique - ,2500,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2843,Ciências Informáticas,481,Instituto Superior de Entre Douro e Vouga,4283,,Instituto Superior de Entre Douro e Vouga - ,4283,Informática de Gestão,,No,No,No,No,,,Santa Maria Da Feira,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2844,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,Escola Superior Agrária de Bragança,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,3041,Informática de Gestão,,No,No,No,No,,,Bragança,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2845,Ciências Informáticas,481,Instituto Superior de Entre Douro e Vouga,4283,,Instituto Superior de Entre Douro e Vouga - ,4283,Informática de Gestão,,No,No,No,No,,,Santa Maria Da Feira,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2846,Ciências Informáticas,481,Instituto Superior D. Dinis,4292,,Instituto Superior D. Dinis - ,4292,Informática de Gestão,,No,No,No,No,,,Marinha Grande,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2847,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,Escola Superior de Tecnologia e de Gestão de Bragança,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,3043,Informática de Gestão,,No,No,No,No,,,Bragança,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2848,Ciências Informáticas,481,Instituto Superior D. Dinis,4292,,Instituto Superior D. Dinis - ,4292,Informática de Gestão,,No,No,No,No,,,Marinha Grande,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2849,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,Escola Superior de Tecnologia e de Gestão de Bragança,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,3043,Informática de Gestão,,No,No,No,No,,,Bragança,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2850,Ciências Informáticas,481,Instituto Politécnico de Bragança,3040,Escola Superior de Tecnologia e de Gestão de Bragança,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,3043,Informática de Gestão,,No,No,No,No,,,Bragança,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2851,Ciências Informáticas,481,Universidade Portucalense Infante D. Henrique,2500,,Universidade Portucalense Infante D. Henrique - ,2500,Informática de Gestão,,No,No,No,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2852,Ciências Informáticas,481,Universidade Católica Portuguesa,2200,Instituto Universitário de Desenvolvimento e Promoção Social,Universidade Católica Portuguesa - Instituto Universitário de Desenvolvimento e Promoção Social,2295,Informática de Gestão,,No,No,No,No,,,Lisboa,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2853,Ciências Informáticas,481,Instituto Superior Manuel Teixeira Gomes,4375,,Instituto Superior Manuel Teixeira Gomes - ,4375,Informática de Gestão,,No,No,No,No,,,Portimão,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2854,Ciências Informáticas,481,Instituto Superior Politécnico Gaya,4440,Escola Superior de Ciência e Tecnologia,Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia,4442,Informática de Gestão,,No,No,No,No,,,Vila Nova De Gaia,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
